date_time_month,sentiment_weighted_agg_carosia_by_month_with_op,sentiment_agg_carosia_by_month_with_op,sentiment_agg_picault_by_month_with_op,sentiment_weighted_agg_carosia_by_month_with_sentilex,sentiment_agg_carosia_by_month_with_sentilex,sentiment_agg_picault_by_month_with_sentilex,sentiment_weighted_agg_carosia_by_month_with_vader,sentiment_agg_carosia_by_month_with_vader,sentiment_agg_picault_by_month_with_vader,normalized_sentiment_weighted_agg_carosia_by_month_with_op,normalized_sentiment_agg_carosia_by_month_with_op,normalized_sentiment_agg_picault_by_month_with_op,normalized_sentiment_weighted_agg_carosia_by_month_with_sentilex,normalized_sentiment_agg_carosia_by_month_with_sentilex,normalized_sentiment_agg_picault_by_month_with_sentilex,normalized_sentiment_weighted_agg_carosia_by_month_with_vader,normalized_sentiment_agg_carosia_by_month_with_vader,normalized_sentiment_agg_picault_by_month_with_vader
2016-03-01,0.1,-0.11840968020743302,-0.310293415152297,0.22610141313383209,0.29282700421940927,0.40719894951865193,-0.8211648892534865,-0.8635329795299469,-41.364894873612094,-0.005,-1.3839,-1.309,0.4754,1.2065,0.4312,-0.5068,-0.7658,-0.6412
2016-04-01,-0.15052560948333707,0.05985722130697419,0.37090820403067504,-0.26629740093736687,-0.17397881996974282,-0.39020799106190185,-0.8683928571428572,-0.8514263074484945,-40.2931374338383,-1.0355,-0.2024,0.0715,-1.3486,-1.5988,-1.3005,-0.6823,-0.7126,-0.5498
2016-05-01,0.42624780736724605,0.34777070063694265,1.3788555214004061,0.16037420648179085,0.05216095380029806,0.05695250834202671,-0.8696379575721074,-0.8565128900949797,-42.52003080914545,1.3369,1.7058,2.1141,0.2319,-0.2398,-0.3294,-0.6869,-0.735,-0.7398
2016-06-01,0.19090499774876182,0.03005741303613644,0.07472643635632076,-0.01132283899475283,0.009036144578313253,-0.10537337855094714,-0.9055392661859102,-0.8948794364670821,-44.970506576377126,0.3689,-0.3999,-0.5288,-0.4041,-0.499,-0.6819,-0.8203,-0.9037,-0.949
2016-07-01,0.2632794457274827,0.31297709923664124,1.1473339004612024,0.3734142305570877,-0.04470198675496689,-0.05442184380173949,-0.9050187617260788,-0.8926526717557252,-42.886176207513415,0.6666,1.4752,1.6449,1.021,-0.8219,-0.5713,-0.8184,-0.8939,-0.7711
2016-08-01,0.5375110326566638,0.31452455590386624,1.4197873445495728,0.1952428146679881,0.1536926147704591,0.8053203686676841,-0.8735294117647059,-0.8138847858197932,-40.18499660326087,1.7946,1.4854,2.1971,0.3611,0.3703,1.2958,-0.7014,-0.5475,-0.5405
2016-09-01,0.236328125,0.15625,0.5397018919457438,-0.06596051998074146,0.02877697841726619,0.04625534602614513,-0.78360768175583,-0.8005280140803754,-36.57079664570231,0.5557,0.4364,0.4135,-0.6065,-0.3803,-0.3526,-0.3672,-0.4888,-0.2321
2016-10-01,-0.25552353506243997,-0.29635499207606975,-0.6824455210571005,-0.1755834829443447,-0.22337962962962962,-0.5268631012909446,-0.81966618287373,-0.8485298485298486,-41.403418141592915,-1.4674,-2.5632,-2.0632,-1.0125,-1.8957,-1.5973,-0.5012,-0.6999,-0.6445
2016-11-01,0.19123841617523168,0.08346972176759411,0.33359114131063555,0.26559911651021534,0.18858560794044665,0.6456642309813371,-0.7875,-0.8024570024570025,-34.74248597324126,0.3703,-0.0459,-0.0042,0.6217,0.58,0.9491,-0.3817,-0.4973,-0.076
2016-12-01,0.2656855151045701,-0.019157088122605363,-0.07352128630638893,-0.005628517823639775,0.008939974457215836,0.11217565244658435,-0.8304894055878492,-0.800990916597853,-36.81335621387284,0.6765,-0.7261,-0.8292,-0.383,-0.4996,-0.2095,-0.5414,-0.4908,-0.2528
2017-01-01,0.031736154324828875,-0.15805022156573117,-0.2696075086355988,-0.2052401746724891,-0.050946142649199416,-0.006628839051137007,-0.7702840792969549,-0.7482252721249408,-33.017303459119496,-0.2858,-1.6466,-1.2266,-1.1224,-0.8594,-0.4675,-0.3177,-0.2588,0.0712
2017-02-01,-0.29477351916376304,-0.05102040816326531,-0.040962667592957726,-0.06534422403733955,0.006501950585175552,0.07178374002308499,-0.7165869619934558,-0.7156348373557188,-32.33108597285068,-1.6288,-0.9373,-0.7632,-0.6042,-0.5142,-0.2972,-0.1181,-0.1155,0.1298
2017-03-01,-0.03318722604884158,0.05785123966942149,0.07335291342644283,-0.38990620812862886,-0.3129943502824859,-0.8882772810601881,-0.8195086353685235,-0.7677224736048266,-34.464595959595954,-0.5529,-0.2157,-0.5316,-1.8064,-2.4342,-2.3822,-0.5006,-0.3445,-0.0523
2017-04-01,0.342728297632469,0.022071307300509338,0.09033938672219977,0.11977321048901489,-0.15666178623718888,-0.2953879129728919,-0.6517686930735014,-0.6978165938864629,-33.35473726434015,0.9934,-0.4528,-0.4971,0.0815,-1.4947,-1.0946,0.1228,-0.0371,0.0424
2017-05-01,-0.1370304114490161,-0.006993006993006993,0.07982769241417957,-0.4323412089598036,-0.16519823788546256,-0.38172204236241153,-0.8203720646538579,-0.751167728237792,-36.180192235205425,-0.98,-0.6455,-0.5184,-1.9636,-1.546,-1.2821,-0.5038,-0.2717,-0.1987
2017-06-01,0.14835787089467722,0.1184573002754821,0.3586349761060823,-0.26097681302417364,0.060240963855421686,0.23689327773613417,-0.7000786163522013,-0.7849148418491484,-35.79048531289911,0.1939,0.186,0.0466,-1.3288,-0.1913,0.0614,-0.0568,-0.4201,-0.1655
2017-07-01,0.3238608525232729,-0.12021857923497267,-0.23230986589213892,0.045051436679673644,0.0449438202247191,0.080652345200096,-0.874677619638934,-0.8214978657353512,-36.536687565308256,0.9158,-1.3959,-1.151,-0.1953,-0.2832,-0.2779,-0.7056,-0.581,-0.2292
2017-08-01,0.22896698615548455,0.11392405063291139,0.48015990073041853,-0.20865533230293662,-0.01557632398753894,-0.12355437892285594,-0.8357529794149512,-0.8193082085699536,-37.491933424532604,0.5254,0.1559,0.2929,-1.135,-0.6469,-0.7214,-0.561,-0.5714,-0.3107
2017-09-01,0.0,0.04011887072808321,0.1482219710630524,0.011787819253438114,-0.0051813471502590676,-0.06422118853675862,-0.7245702730030333,-0.8232890704800817,-36.78595052083333,-0.4163,-0.3332,-0.3798,-0.3185,-0.5844,-0.5926,-0.1478,-0.5889,-0.2504
2017-10-01,0.26366418889374726,0.04538341158059468,0.23362881867013338,0.09463276836158192,0.09036144578313253,0.2743763880374635,-0.8704746580852776,-0.8239254272397721,-37.828347946469776,0.6682,-0.2983,-0.2067,-0.0116,-0.0103,0.1428,-0.69,-0.5917,-0.3394
2017-11-01,-0.4304865364613429,0.27790432801822323,1.05516983250004,0.7745132330651743,0.1656590084643289,0.24274043401464074,-0.8982304493190899,-0.7641509433962265,-34.80007059800664,-2.187,1.2427,1.4582,2.5068,0.4422,0.0741,-0.7932,-0.3288,-0.0809
2017-12-01,-0.08372093023255814,0.08041237113402062,0.25440691983722513,-0.36688741721854307,0.045104510451045104,0.1667932363011874,-0.5323748783915252,-0.7388646288209607,-35.99893333333333,-0.7607,-0.0662,-0.1646,-1.7212,-0.2822,-0.0909,0.5665,-0.2176,-0.1833
2018-01-01,-0.22021660649819494,0.25378450578806766,1.0397682825747685,-0.4125723515951003,0.06134969325153374,0.06547905656751507,-0.7454769014579308,-0.7598290598290598,-36.90810984848485,-1.3221,1.0829,1.427,-1.8904,-0.1846,-0.3109,-0.2255,-0.3098,-0.2609
2018-02-01,-0.19284802043422733,-0.05066079295154185,-0.21612307776322473,-0.20377911712005212,0.1570945945945946,0.3781009300618813,-0.4246267130292493,-0.8000843525938423,-39.39760650658404,-1.2096,-0.9349,-1.1182,-1.117,0.3908,0.368,0.9669,-0.4868,-0.4733
2018-03-01,0.1758949266031419,0.1686046511627907,0.5580507893506236,0.05343511450381679,0.10338517840805124,0.2369834637451627,-0.8318445734702993,-0.7388289676425269,-36.95395035460993,0.3071,0.5183,0.4507,-0.1642,0.068,0.0616,-0.5465,-0.2175,-0.2648
2018-04-01,-0.22191564840362632,-0.012858555885262116,-0.11895763940019491,-0.09872922776148582,0.13768844221105528,0.3656553673800396,-0.7428571428571429,-0.7316561844863732,-35.048944337811896,-1.3291,-0.6843,-0.9213,-0.7279,0.2742,0.341,-0.2158,-0.1859,-0.1022
2018-05-01,0.32278147092961906,0.20140632847815168,0.6837255799594502,0.4304815096894305,0.32615629984051037,1.2549181709532724,-0.7647934868943606,-0.7307279364397681,-39.59632452981193,0.9113,0.7357,0.7054,1.2324,1.4068,2.2722,-0.2973,-0.1819,-0.4903
2018-06-01,0.08232676414494597,0.13357933579335793,0.22210026680801848,0.03050211168465509,0.0745466756212223,0.10152324268775358,-0.7959409849691764,-0.7293413173652694,-34.10945868200837,-0.0777,0.2862,-0.2301,-0.2492,-0.1053,-0.2326,-0.413,-0.1758,-0.022
2018-07-01,0.3439926907263591,0.16475095785440613,0.4575516302751619,-0.07337237340682053,0.21176470588235294,0.3310265638245004,-0.8315307291003945,-0.6885813148788927,-30.474389438943895,0.9986,0.4928,0.2471,-0.6339,0.7193,0.2658,-0.5453,0.0035,0.2883
2018-08-01,0.3812302050341724,0.0174110522331567,0.01210756000667112,0.28668551832019734,0.007407407407407408,-0.23221147994812452,-0.5727631630379549,-0.6926020408163265,-35.746548311990686,1.1517,-0.4837,-0.6557,0.6998,-0.5088,-0.9574,0.4164,-0.0142,-0.1617
2018-09-01,-0.2487751769188895,0.02064409578860446,-0.06262061742848925,0.06632390745501285,0.054573405073020755,0.030551664651439738,-0.8531284302963776,-0.7233757535164099,-36.881340799031484,-1.4396,-0.4623,-0.8071,-0.1165,-0.2253,-0.3867,-0.6256,-0.1495,-0.2586
2018-10-01,-0.4301973778994381,0.10128388017118402,0.3309766715901052,0.3921808185705559,0.3390928725701944,0.6706586605740255,-0.888601361706404,-0.7221228384019082,-35.41451891891892,-2.1858,0.0721,-0.0095,1.0906,1.4845,1.0034,-0.7574,-0.144,-0.1334
2018-11-01,0.41887292817679556,0.38749194068343007,1.522360063395842,0.02503308971629165,0.22733612273361228,0.45509656873605103,-0.6634524372929484,-0.7704741379310345,-37.66118052139695,1.3066,1.969,2.405,-0.2694,0.8129,0.5353,0.0793,-0.3566,-0.3251
2018-12-01,0.30262948207171314,0.1526919682259488,0.42084522033875055,-0.14913136833886395,0.018806214227309895,0.04994944648561069,-0.8664584567336169,-0.7138364779874213,-35.066364254162416,0.8284,0.4129,0.1727,-0.9145,-0.4403,-0.3446,-0.6751,-0.1076,-0.1037
2019-01-01,-0.6612372422411997,-0.11705685618729098,-0.707214743041916,-0.41303519247871934,0.09307520476545049,0.21297518183655612,-0.7365864249464,-0.6818335018537243,-33.20661365762395,-3.1362,-1.3749,-2.1134,-1.8921,0.0061,0.0094,-0.1925,0.0331,0.0551
2019-02-01,0.7785474860335195,0.21665089877010407,0.6597069017416421,0.8647559562786481,0.16123499142367068,0.3477900106589367,-0.0371809218166079,-0.7346080305927343,-36.09521956444127,2.786,0.8367,0.6567,2.8411,0.4157,0.3022,2.4068,-0.1989,-0.1915
2019-03-01,0.25712583176085013,0.15053763440860216,0.5622454383539633,0.17130089374379345,-0.011556764106050306,-0.219111666823954,-0.8125252162998162,-0.6594871794871795,-34.04973300217324,0.6413,0.3986,0.4592,0.2724,-0.6227,-0.9289,-0.4747,0.1314,-0.0169
2019-04-01,-0.1241708239679842,0.06877662811929397,0.19448005515592634,0.808268988086326,0.38934426229508196,1.2627962812092037,0.03333531580825502,-0.6571116571116571,-33.80633299543842,-0.9271,-0.1433,-0.2861,2.6318,1.7865,2.2894,2.6688,0.1418,0.0039
2019-05-01,-0.07289842381786339,0.11602870813397129,0.3527581513403139,0.017256453913763747,0.10121886592474828,0.2938503230392191,-0.7027643794409004,-0.6553815058110156,-35.41815266810242,-0.7162,0.1699,0.0347,-0.2982,0.055,0.1851,-0.0668,0.1495,-0.1337
2019-06-01,0.13313538239306635,0.011103853690398433,0.00881139182218921,0.015402926556045648,0.04708798017348203,-0.014682811095686999,-0.7178017799139093,-0.7043908472479901,-38.135630955818655,0.1313,-0.5255,-0.6624,-0.3051,-0.2703,-0.485,-0.1226,-0.066,-0.3656
2019-07-01,0.9037167825134658,0.0963855421686747,0.4669190006082325,0.796713421640254,0.03596287703016241,-0.011008046829199326,0.42470364672880284,-0.7011627906976744,-37.187527340624165,3.3008,0.0397,0.266,2.589,-0.3372,-0.477,4.1233,-0.0519,-0.2847
2019-08-01,-0.045384442095413036,0.11825652018578063,0.3911791359584164,0.04586763909860118,-0.000663129973474801,-0.05011411867407291,-0.6857812942965388,-0.7361192285213326,-41.26171686328938,-0.603,0.1846,0.1125,-0.1922,-0.5573,-0.5619,-0.0036,-0.2056,-0.6324
2019-09-01,-0.00731250377711972,0.08445945945945946,0.3591728057571037,-0.05712885840274375,0.033314511575381144,0.03046939281467258,-0.642442326820034,-0.7417371252882398,-38.99255060728745,-0.4464,-0.0394,0.0477,-0.5738,-0.3531,-0.3869,0.1574,-0.2303,-0.4388
2019-10-01,-0.15011731815685686,0.0731981981981982,0.18846326350456874,-0.020654277100301488,0.05211190345584202,0.09441077808282729,-0.7531409260621917,-0.7161221210498125,-37.18420473979966,-1.0338,-0.114,-0.2983,-0.4386,-0.2401,-0.248,-0.254,-0.1176,-0.2844
2019-11-01,0.668713940070724,0.18061674008810572,0.6145732125993538,0.6636926739003901,0.27213910230489285,0.8923685376267974,-0.5845126194952202,-0.7064698219713418,-36.22496463932108,2.3342,0.5979,0.5653,2.0963,1.0821,1.4849,0.3727,-0.0752,-0.2025
2019-12-01,0.6750362286694467,0.15504807692307693,0.540462229397921,0.3375724855028994,0.17710843373493976,0.3788825728124289,-0.7339251465833744,-0.6801909307875895,-33.69773736880644,2.3602,0.4285,0.4151,0.8883,0.5111,0.3697,-0.1826,0.0404,0.0131
2020-01-01,-0.18670964542524177,0.06628242074927954,0.36721264030967515,0.4395650355499791,0.2,0.5471870311492834,0.288933601609658,-0.1752988047808765,-8.477620481927712,-1.1843,-0.1598,0.064,1.2661,0.6486,0.7353,3.6187,2.2605,2.1657
2020-02-01,-0.0025853154084798345,0.11682242990654206,0.5622368566700611,0.12491738268341045,0.14027149321266968,0.5448311179936349,-0.24577861163227016,-0.20987654320987653,-8.408213429256595,-0.427,0.1751,0.4592,0.1006,0.2897,0.7301,1.6315,2.1085,2.1716
2020-03-01,0.3608985837538662,-0.06708268330733229,-0.4984475453221708,0.5516829792313201,0.056179775280898875,0.17156344913533325,-0.3338640660762265,-0.27063740856844304,-11.866128246753247,1.0681,-1.0437,-1.6904,1.6814,-0.2157,-0.0805,1.3042,1.8413,1.8765
2020-04-01,-0.10248862724110248,-0.016339869281045753,-0.06541099095604118,-0.37153720803910917,-0.035175879396984924,-0.12291444302530753,-0.27775831873905427,-0.20430107526881722,-10.23191341991342,-0.8379,-0.7074,-0.8128,-1.7384,-0.7647,-0.72,1.5127,2.133,2.0159
2020-05-01,-0.03298424194969169,0.06229508196721312,0.3267992906524338,0.07925364862368373,-0.011272141706924315,-0.12836178966203932,-0.5137223012807481,-0.2552742616033755,-12.664974003466204,-0.552,-0.1863,-0.0179,-0.0686,-0.621,-0.7318,0.6358,1.9088,1.8083
2020-06-01,0.3659320182484097,0.11858407079646018,0.31244180943798644,0.3378804452737919,0.15693430656934307,0.2858868788371992,0.3874577702702703,-0.2161520190023753,-9.378905380333952,1.0888,0.1868,-0.047,0.8894,0.3898,0.1678,3.9848,2.0809,2.0887
2020-07-01,0.05111402359108781,0.16169544740973313,0.7371055319398696,-0.21517907902217168,-0.03776683087027915,-0.15956969485089087,-0.7782815688052596,-0.32105868814729577,-14.56577623590633,-0.2061,0.4725,0.8136,-1.1592,-0.7802,-0.7996,-0.3474,1.6196,1.646
2020-08-01,-0.44543559816590245,0.1225296442687747,0.7728939791191091,0.6051819864281308,0.16698656429942418,0.307226001048506,-0.47977659117412386,-0.2034956304619226,-8.310802348336594,-2.2485,0.213,0.8861,1.8796,0.4502,0.2141,0.7619,2.1365,2.1799
2020-09-01,-0.2901206973625391,0.1588785046728972,0.5940776787688766,-0.1912276009628243,0.14862385321100918,0.32136760494631195,-0.2755542180760357,-0.1630695443645084,-6.438103294746216,-1.6097,0.4539,0.5237,-1.0705,0.3399,0.2448,1.5209,2.3143,2.3397
2020-10-01,0.12331206410446653,0.020463847203274217,0.32342625026553196,0.09401188480877648,0.03899721448467967,0.04456541974987923,-0.16361273554256012,-0.22437137330754353,-10.097360406091372,0.0909,-0.4635,-0.0248,-0.0139,-0.3189,-0.3563,1.9369,2.0447,2.0274
2020-11-01,0.5082559339525283,0.036231884057971016,0.057933781445977675,0.5788050824547175,0.23825503355704697,0.723626463339868,-0.12365029606408917,-0.12761020881670534,-5.88852865697177,1.6742,-0.359,-0.5628,1.7818,0.8785,1.1184,2.0854,2.4702,2.3866
2020-12-01,-0.004032258064516129,0.13253012048192772,0.7094334859152267,0.5917937927406628,0.06948640483383686,0.10834909886898902,-0.013535031847133758,-0.07575757575757576,-5.112278308321964,-0.4329,0.2792,0.7575,1.83,-0.1357,-0.2178,2.4946,2.6982,2.4529
2021-01-01,0.0750561797752809,0.13274336283185842,0.9412977756356099,0.017013232514177693,0.005847953216374269,0.018347144955070404,-0.24456981664315938,-0.21470019342359767,-9.299724349157733,-0.1076,0.2806,1.2274,-0.2991,-0.5181,-0.4132,1.636,2.0872,2.0955
2021-02-01,0.3047830923248053,0.08310502283105023,0.6050787683789938,0.4068738423543939,0.24666666666666667,1.117245099281323,-0.058010254046892105,-0.2664451827242525,-14.458253706754531,0.8373,-0.0483,0.546,1.145,0.9291,1.9733,2.3293,1.8597,1.6552
2021-03-01,0.08682516747668462,0.0847457627118644,0.3747271346140789,0.4256950005720169,0.02073365231259968,0.03445564327148801,0.0025350509596978633,-0.25182863113897597,-13.682270042194093,-0.0592,-0.0375,0.0792,1.2147,-0.4287,-0.3783,2.5544,1.924,1.7214
2021-04-01,0.025605214152700187,0.043478260869565216,0.19290495877030595,0.20521172638436483,-0.002785515320334262,-0.09352285655909551,-0.7900623790062379,-0.24907063197026022,-12.657951807228915,-0.311,-0.311,-0.2893,0.398,-0.57,-0.6562,-0.3912,1.9361,1.8089
2021-05-01,0.5084961767204758,0.026881720430107527,0.13080754321111457,0.38221814848762603,0.09641873278236915,0.4428070597767916,-0.4913871260199456,-0.20622568093385213,-9.4855720653789,1.6752,-0.421,-0.4151,1.0537,0.0262,0.5086,0.7188,2.1245,2.0796
2021-06-01,0.5161523975083298,0.10382513661202186,0.5542693598049909,0.2968527597659339,0.04864864864864865,0.009910540657379511,-0.07926970187196672,-0.12994350282485875,-7.603698630136986,1.7067,0.089,0.4431,0.7375,-0.2609,-0.4316,2.2503,2.4599,2.2402
2021-07-01,0.4427523970671179,0.1821561338289963,0.9242211919940124,-0.6893203883495146,0.05405405405405406,0.3068286254716511,-0.41484024293636124,-0.17303370786516853,-9.52118613138686,1.4048,0.6081,1.1928,-2.9155,-0.2284,0.2133,1.0033,2.2705,2.0766
2021-08-01,0.1963470319634703,0.03054989816700611,0.06551669132338174,0.13215208564045774,0.06640625,0.24559486288637306,-0.4109458168418179,-0.2124492557510149,-11.63412972972973,0.3913,-0.3966,-0.5474,0.1274,-0.1542,0.0803,1.0177,2.0971,1.8963
2021-09-01,0.030313528494716784,0.03854875283446712,0.3595326939418516,-0.0668744686880136,0.07860262008733625,0.2139834615886969,-0.09528907922912205,-0.2803738317757009,-13.030753768844223,-0.2917,-0.3436,0.0484,-0.6099,-0.0809,0.0116,2.1908,1.7985,1.7771
2021-10-01,0.12927120669056152,-0.026604068857589983,-0.13759030902983094,-0.09309547406673274,-0.09925925925925926,-0.42971474288411166,-0.5676595744680851,-0.35639412997903563,-17.416700593723494,0.1154,-0.7754,-0.959,-0.707,-1.1498,-1.3863,0.4353,1.4642,1.4027
2021-11-01,-0.2984663782933543,0.10638297872340426,0.7674955086363133,-0.16829268292682928,0.06285714285714286,0.06733312108300736,-0.38633058652447894,-0.24045801526717558,-13.773742138364781,-1.644,0.1059,0.8752,-0.9855,-0.1755,-0.3069,1.1092,1.974,1.7136
2021-12-01,0.3907859078590786,-0.009852216748768473,0.2281040937369043,-0.737301180092355,-0.05392156862745098,-0.30595641526963546,-0.6788147507299664,-0.2597623089983022,-11.396631439894318,1.191,-0.6644,-0.2179,-3.0932,-0.8773,-1.1175,0.0222,1.8891,1.9165
